"key","AIContextualSummary","AffiliateLink","AnnualFee","CardTier","FullName","Issuer","Perks","RewardsRate","SpecialOffers","UpdatedAt"
"","カード名: DC法人ゴールドカード（静銀カード）
                    年会費: 22,000円
                    ポイント還元率: 0.4%～0.8%
                    特徴: 最高5,000万円補償の国内外旅行保険やお買い物保険が付帯、空港ラウンジ無料利用などゴールド会員特典が充実、他社ポイントや商品券に交換可能なDCハッピープレゼントポイントが貯まる","","22,000円","Gold","DC法人ゴールドカード（静銀カード）","","最高5,000万円の海外旅行傷害保険が付帯した、静銀の法人ゴールドカードです。","0.4%～0.8%","","2025-05-02T08:02:03.048544"
"","カード名: DCコーポレートカード（静銀カード）
                    年会費: 30,000円
                    ポイント還元率: 0.4%～0.8%
                    特徴: 出張や旅行時に安心できる旅行保険が付帯、ビジネスに役立つ充実したゴールド会員特典、コーポレートカードならではの特典あり","","30,000円","Gold","DCコーポレートカード（静銀カード）","","ワンランク上のサービスが受けられる静銀のDCコーポレートカードです。","0.4%～0.8%","","2025-05-02T08:02:03.049874"
"","カード名: 慶應DCカード ゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.4%～0.8%
                    特徴: 慶應義塾大学からの様々なサービス、慶應義塾の奨学基金の充実へ有効活用、最高5,000万円補償する海外・国内旅行保険がついている","","11,000円","Gold","慶應DCカード ゴールドカード","","慶應義塾の特典が受けられるゴールドカードです。","0.4%～0.8%","","2025-05-02T08:02:03.057792"
"","カード名: JAゴールドカード クレジットカード単機能型
                    年会費: 11,000円
                    ポイント還元率: 1.0%～2.0%
                    特徴: ガソリンが2円/L割引になる、年間利用額によってボーナスポイントが貰える、ロードアシスタンスサービスが利用可能","","11,000円","Gold","JAゴールドカード クレジットカード単機能型","","JA-SSやホクレンSSでの給油が割引になるゴールドカードです。","1.0%～2.0%","","2025-05-02T08:02:03.058870"
"","カード名: MEITETSU μ’s Card ゴールドプレステージ
                    年会費: 13,750円
                    ポイント還元率: 1.0%～5.0%
                    特徴: ゴールドプレステージのオリジナルの特典、最高5,0000万円の旅行傷害保険が付帯、定期券の購入でもポイントが貯まる","","13,750円","Gold","MEITETSU μ’s Card ゴールドプレステージ","","名鉄グループでの特典が受けられるゴールドカードです。","1.0%～5.0%","","2025-05-02T08:02:03.059480"
"","カード名: GDO MUFG CARD Gold Visa
                    年会費: 3,300円
                    ポイント還元率: 0.3%～4.0%
                    特徴: 「GDOヤードプログラム」でグレードに応じた特典、GDOのゴルフレッスンが最大半額、GDOショップポイントが4％","","3,300円","Gold","GDO MUFG CARD Gold Visa","","GDOポイントが貯まるゴールドカードです。","0.3%～4.0%","","2025-05-02T08:02:03.060171"
"","カード名: 三菱地所グループCARD イムズ ゴールドカード（NICOS）
                    年会費: 11,000円
                    ポイント還元率: 1.0%～3.0%
                    特徴:","","11,000円","Gold","三菱地所グループCARD イムズ ゴールドカード（NICOS）","","2021年8月31日に新規のお申し込み受付を終了したカードです。","1.0%～3.0%","","2025-05-02T08:02:03.060797"
"","カード名: 三菱地所グループCARD ゴールド（NICOS）
                    年会費: 11,000円
                    ポイント還元率: 1.0%～3.0%
                    特徴: 最高5,000万円の国内外旅行傷害保険、三菱地所グループポイントが貯まりやすい、三菱地所グループ提携施設でのさまざまな特典","","11,000円","Gold","三菱地所グループCARD ゴールド（NICOS）","","三菱地所グループで利用するとポイントが3倍になるゴールドカードです。","1.0%～3.0%","","2025-05-02T08:02:03.061356"
"","カード名: サーラカード（ゴールドプレステージ）
                    年会費: 11,000円
                    ポイント還元率: 0.5%
                    特徴: サーラグループ加盟店・パートナー店で優待特典が受けられる、空港ラウンジを無料で利用できる、貯まったポイントを三菱UFJニコスギフトカードに交換できる","","11,000円","Gold","サーラカード（ゴールドプレステージ）","","サーラグループ加盟店で特典が受けられる、ゴールドプレステージカードです。","0.5%","","2025-05-02T08:02:03.061916"
"","カード名: りゅうぎんDCゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.4%～0.8%
                    特徴: リボ払い・分割払いでDCハッピープレゼントポイントが2倍、最高5,000万円の海外旅行傷害保険が自動付帯、家族特約も付帯、ゴールドカードならではの特典が利用可能","","11,000円","Gold","りゅうぎんDCゴールドカード","","最高5,000万円の旅行傷害保険が付帯したりゅうぎん発行のゴールドカードです。","0.4%～0.8%","","2025-05-02T08:02:03.062493"
"","カード名: りゅうぎんDC法人カード（ゴールド）
                    年会費: 22,000円
                    ポイント還元率: 0.4%～0.8%
                    特徴: 補償内容が充実した旅行保険やショッピングセイバーが付帯、プレミアムパートナー店でDCハッピープレゼントポイント2倍、空港ラウンジサービスやロードサービス付き","","22,000円","Gold","りゅうぎんDC法人カード（ゴールド）","","ゴールド会員ならではの充実補償、ポイントも貯まるりゅうぎんの法人カードです。","0.4%～0.8%","","2025-05-02T08:02:03.063213"
"","カード名: freeeVISAゴールドカード
                    年会費: 5,500円（初年度無料）
                    ポイント還元率: 0.5%～1.0%
                    特徴: 創業時から使えるカードです、面倒な決算書類の提出が不要です、従業員カードとして20枚までカード発行可能です","","5,500円（初年度無料）","Gold","freeeVISAゴールドカード","","創業時や個人事業主の方でも申込みでき、付帯サービスも充実しているカードです。","0.5%～1.0%","","2025-05-02T08:02:03.064071"
"","カード名: きたぎんVISAカード（ゴールドカード）
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: 最高5,000万円の海外・国内旅行保険付き、国内主要空港のラウンジが無料で利用可能、ゴールドならではの充実したサービス","","11,000円","Gold","きたぎんVISAカード（ゴールドカード）","","旅行保険が充実した北日本銀行と提携したゴールドカードです。","0.5%～1.0%","","2025-05-02T08:02:03.064961"
"","カード名: 慶應三井住友カード ゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: 慶應義塾ならではの様々な特典、還元金の一部が有効活用される、最高5,000万円の海外・国内旅行傷害保険付き","","11,000円","Gold","慶應三井住友カード ゴールドカード","","慶應義塾等で様々なサービスを受けられるゴールドカードです。","0.5%～1.0%","","2025-05-02T08:02:03.065910"
